Tank_ID,Zone,Course,Grid_Row,Grid_Col,Orientation,Original_mm,t_min_mm,Reading_mm,Service
T-601,ANNULAR,,Inner_Edge,,W,12.7,6.35,10.99,Diesel
T-601,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.39,Diesel
T-601,ANNULAR,,Mid,,N,12.7,6.35,11.77,Diesel
T-601,ANNULAR,,Mid,,NE,12.7,6.35,11.49,Diesel
T-601,ANNULAR,,Mid,,E,12.7,6.35,11.83,Diesel
T-601,ANNULAR,,Mid,,SE,12.7,6.35,11.6,Diesel
T-601,ANNULAR,,Mid,,S,12.7,6.35,11.92,Diesel
T-601,ANNULAR,,Mid,,SW,12.7,6.35,11.5,Diesel
T-601,ANNULAR,,Mid,,W,12.7,6.35,11.9,Diesel
T-601,ANNULAR,,Mid,,NW,12.7,6.35,11.87,Diesel
T-601,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.13,Diesel
T-601,ANNULAR,,Outer_Edge,,NE,12.7,6.35,12.31,Diesel
T-601,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.15,Diesel
T-601,ANNULAR,,Outer_Edge,,SE,12.7,6.35,12.22,Diesel
T-601,ANNULAR,,Outer_Edge,,S,12.7,6.35,12.23,Diesel
T-601,ANNULAR,,Outer_Edge,,SW,12.7,6.35,12.13,Diesel
T-601,ANNULAR,,Outer_Edge,,W,12.7,6.35,12.05,Diesel
T-601,ANNULAR,,Outer_Edge,,NW,12.7,6.35,12.0,Diesel
T-602,SHELL,1,,,N,25.4,12.7,21.14,Diesel
T-602,SHELL,1,,,NE,25.4,12.7,20.66,Diesel
T-602,SHELL,1,,,E,25.4,12.7,21.07,Diesel
T-602,SHELL,1,,,SE,25.4,12.7,20.42,Diesel
T-602,SHELL,1,,,S,25.4,12.7,20.53,Diesel
T-602,SHELL,1,,,SW,25.4,12.7,21.04,Diesel
T-602,SHELL,1,,,W,25.4,12.7,21.1,Diesel
T-602,SHELL,1,,,NW,25.4,12.7,20.37,Diesel
T-602,SHELL,2,,,N,22.23,11.12,18.88,Diesel
T-602,SHELL,2,,,NE,22.23,11.12,18.46,Diesel
T-602,SHELL,2,,,E,22.23,11.12,19.01,Diesel
T-602,SHELL,2,,,SE,22.23,11.12,18.26,Diesel
T-602,SHELL,2,,,S,22.23,11.12,18.54,Diesel
T-602,SHELL,2,,,SW,22.23,11.12,18.89,Diesel
T-602,SHELL,2,,,W,22.23,11.12,18.54,Diesel
T-602,SHELL,2,,,NW,22.23,11.12,18.86,Diesel
T-602,SHELL,3,,,N,19.05,9.53,16.31,Diesel
T-602,SHELL,3,,,NE,19.05,9.53,16.1,Diesel
T-602,SHELL,3,,,E,19.05,9.53,16.56,Diesel
T-602,SHELL,3,,,SE,19.05,9.53,16.09,Diesel
T-602,SHELL,3,,,S,19.05,9.53,16.2,Diesel
T-602,SHELL,3,,,SW,19.05,9.53,16.18,Diesel
T-602,SHELL,3,,,W,19.05,9.53,16.3,Diesel
T-602,SHELL,3,,,NW,19.05,9.53,16.04,Diesel
T-602,SHELL,4,,,N,15.88,7.94,14.16,Diesel
T-602,SHELL,4,,,NE,15.88,7.94,14.21,Diesel
T-602,SHELL,4,,,E,15.88,7.94,14.09,Diesel
T-602,SHELL,4,,,SE,15.88,7.94,13.84,Diesel
T-602,SHELL,4,,,S,15.88,7.94,13.77,Diesel
T-602,SHELL,4,,,SW,15.88,7.94,14.08,Diesel
T-602,SHELL,4,,,W,15.88,7.94,13.79,Diesel
T-602,SHELL,4,,,NW,15.88,7.94,13.93,Diesel
T-602,SHELL,5,,,N,12.7,6.35,11.29,Diesel
T-602,SHELL,5,,,NE,12.7,6.35,11.35,Diesel
T-602,SHELL,5,,,E,12.7,6.35,11.54,Diesel
T-602,SHELL,5,,,SE,12.7,6.35,11.19,Diesel
T-602,SHELL,5,,,S,12.7,6.35,11.54,Diesel
T-602,SHELL,5,,,SW,12.7,6.35,11.4,Diesel
T-602,SHELL,5,,,W,12.7,6.35,11.38,Diesel
T-602,SHELL,5,,,NW,12.7,6.35,11.29,Diesel
T-602,SHELL,6,,,N,9.53,4.76,8.94,Diesel
T-602,SHELL,6,,,NE,9.53,4.76,8.61,Diesel
T-602,SHELL,6,,,E,9.53,4.76,8.65,Diesel
T-602,SHELL,6,,,SE,9.53,4.76,8.82,Diesel
T-602,SHELL,6,,,S,9.53,4.76,8.92,Diesel
T-602,SHELL,6,,,SW,9.53,4.76,8.66,Diesel
T-602,SHELL,6,,,W,9.53,4.76,8.62,Diesel
T-602,SHELL,6,,,NW,9.53,4.76,8.64,Diesel
T-602,FLOOR,,A,1,,6.35,2.54,5.89,Diesel
T-602,FLOOR,,A,2,,6.35,2.54,5.72,Diesel
T-602,FLOOR,,A,3,,6.35,2.54,5.59,Diesel
T-602,FLOOR,,A,4,,6.35,2.54,5.63,Diesel
T-602,FLOOR,,A,5,,6.35,2.54,5.9,Diesel
T-602,FLOOR,,A,6,,6.35,2.54,5.7,Diesel
T-602,FLOOR,,B,1,,6.35,2.54,5.93,Diesel
T-602,FLOOR,,B,2,,6.35,2.54,5.87,Diesel
T-602,FLOOR,,B,3,,6.35,2.54,5.77,Diesel
T-602,FLOOR,,B,4,,6.35,2.54,5.69,Diesel
T-602,FLOOR,,B,5,,6.35,2.54,5.7,Diesel
T-602,FLOOR,,B,6,,6.35,2.54,6.03,Diesel
T-602,FLOOR,,C,1,,6.35,2.54,5.97,Diesel
T-602,FLOOR,,C,2,,6.35,2.54,5.69,Diesel
T-602,FLOOR,,C,3,,6.35,2.54,6.0,Diesel
T-602,FLOOR,,C,4,,6.35,2.54,5.92,Diesel
T-602,FLOOR,,C,5,,6.35,2.54,5.91,Diesel
T-602,FLOOR,,C,6,,6.35,2.54,6.05,Diesel
T-602,FLOOR,,D,1,,6.35,2.54,6.09,Diesel
T-602,FLOOR,,D,2,,6.35,2.54,5.82,Diesel
T-602,FLOOR,,D,3,,6.35,2.54,5.59,Diesel
T-602,FLOOR,,D,4,,6.35,2.54,5.99,Diesel
T-602,FLOOR,,D,5,,6.35,2.54,5.75,Diesel
T-602,FLOOR,,D,6,,6.35,2.54,5.81,Diesel
T-602,FLOOR,,E,1,,6.35,2.54,5.75,Diesel
T-602,FLOOR,,E,2,,6.35,2.54,6.01,Diesel
T-602,FLOOR,,E,3,,6.35,2.54,5.68,Diesel
T-602,FLOOR,,E,4,,6.35,2.54,6.06,Diesel
T-602,FLOOR,,E,5,,6.35,2.54,6.05,Diesel
T-602,FLOOR,,E,6,,6.35,2.54,6.03,Diesel
T-602,FLOOR,,F,1,,6.35,2.54,5.98,Diesel
T-602,FLOOR,,F,2,,6.35,2.54,5.82,Diesel
T-602,FLOOR,,F,3,,6.35,2.54,6.04,Diesel
T-602,FLOOR,,F,4,,6.35,2.54,5.89,Diesel
T-602,FLOOR,,F,5,,6.35,2.54,6.03,Diesel
T-602,FLOOR,,F,6,,6.35,2.54,5.76,Diesel
T-602,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.09,Diesel
T-602,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.43,Diesel
T-602,ANNULAR,,Inner_Edge,,E,12.7,6.35,11.38,Diesel
T-602,ANNULAR,,Inner_Edge,,SE,12.7,6.35,11.06,Diesel
T-602,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.04,Diesel
T-602,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.24,Diesel
T-602,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.31,Diesel
T-602,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.22,Diesel
T-602,ANNULAR,,Mid,,N,12.7,6.35,11.61,Diesel
T-602,ANNULAR,,Mid,,NE,12.7,6.35,11.81,Diesel
T-602,ANNULAR,,Mid,,E,12.7,6.35,11.74,Diesel
T-602,ANNULAR,,Mid,,SE,12.7,6.35,11.62,Diesel
T-602,ANNULAR,,Mid,,S,12.7,6.35,11.67,Diesel
T-602,ANNULAR,,Mid,,SW,12.7,6.35,11.49,Diesel
T-602,ANNULAR,,Mid,,W,12.7,6.35,11.87,Diesel
T-602,ANNULAR,,Mid,,NW,12.7,6.35,11.71,Diesel
T-602,ANNULAR,,Outer_Edge,,N,12.7,6.35,11.87,Diesel
T-602,ANNULAR,,Outer_Edge,,NE,12.7,6.35,12.31,Diesel
T-602,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.11,Diesel
T-602,ANNULAR,,Outer_Edge,,SE,12.7,6.35,12.06,Diesel
T-602,ANNULAR,,Outer_Edge,,S,12.7,6.35,12.12,Diesel
T-602,ANNULAR,,Outer_Edge,,SW,12.7,6.35,11.93,Diesel
T-602,ANNULAR,,Outer_Edge,,W,12.7,6.35,12.12,Diesel
T-602,ANNULAR,,Outer_Edge,,NW,12.7,6.35,11.87,Diesel
T-701,SHELL,1,,,N,25.4,12.7,20.88,Water
T-701,SHELL,1,,,NE,25.4,12.7,21.31,Water
T-701,SHELL,1,,,E,25.4,12.7,21.56,Water
T-701,SHELL,1,,,SE,25.4,12.7,21.67,Water
T-701,SHELL,1,,,S,25.4,12.7,20.94,Water
T-701,SHELL,1,,,SW,25.4,12.7,21.73,Water
T-701,SHELL,1,,,W,25.4,12.7,21.3,Water
T-701,SHELL,1,,,NW,25.4,12.7,21.36,Water
T-701,SHELL,2,,,N,22.23,11.12,18.78,Water
T-701,SHELL,2,,,NE,22.23,11.12,18.78,Water
T-701,SHELL,2,,,E,22.23,11.12,19.33,Water
T-701,SHELL,2,,,SE,22.23,11.12,18.79,Water
T-701,SHELL,2,,,S,22.23,11.12,18.78,Water
T-701,SHELL,2,,,SW,22.23,11.12,19.03,Water
T-701,SHELL,2,,,W,22.23,11.12,18.85,Water
T-701,SHELL,2,,,NW,22.23,11.12,19.54,Water
T-701,SHELL,3,,,N,19.05,9.53,16.85,Water
T-701,SHELL,3,,,NE,19.05,9.53,16.69,Water
T-701,SHELL,3,,,E,19.05,9.53,16.8,Water
T-701,SHELL,3,,,SE,19.05,9.53,16.92,Water
T-701,SHELL,3,,,S,19.05,9.53,16.81,Water
T-701,SHELL,3,,,SW,19.05,9.53,17.04,Water
T-701,SHELL,3,,,W,19.05,9.53,16.4,Water
T-701,SHELL,3,,,NW,19.05,9.53,16.66,Water
T-701,SHELL,4,,,N,15.88,7.94,14.61,Water
T-701,SHELL,4,,,NE,15.88,7.94,14.36,Water
T-701,SHELL,4,,,E,15.88,7.94,14.02,Water
T-701,SHELL,4,,,SE,15.88,7.94,14.48,Water
T-701,SHELL,4,,,S,15.88,7.94,14.19,Water
T-701,SHELL,4,,,SW,15.88,7.94,14.49,Water
T-701,SHELL,4,,,W,15.88,7.94,14.3,Water
T-701,SHELL,4,,,NW,15.88,7.94,14.5,Water
T-701,SHELL,5,,,N,12.7,6.35,11.8,Water
T-701,SHELL,5,,,NE,12.7,6.35,11.5,Water
T-701,SHELL,5,,,E,12.7,6.35,11.59,Water
T-701,SHELL,5,,,SE,12.7,6.35,11.64,Water
T-701,SHELL,5,,,S,12.7,6.35,11.46,Water
T-701,SHELL,5,,,SW,12.7,6.35,11.59,Water
T-701,SHELL,5,,,W,12.7,6.35,11.75,Water
T-701,SHELL,5,,,NW,12.7,6.35,11.87,Water
T-701,FLOOR,,A,1,,6.35,2.54,5.62,Water
T-701,FLOOR,,A,2,,6.35,2.54,6.0,Water
T-701,FLOOR,,A,3,,6.35,2.54,5.71,Water
T-701,FLOOR,,A,4,,6.35,2.54,6.06,Water
T-701,FLOOR,,A,5,,6.35,2.54,5.86,Water
T-701,FLOOR,,A,6,,6.35,2.54,5.67,Water
T-701,FLOOR,,B,1,,6.35,2.54,6.09,Water
T-701,FLOOR,,B,2,,6.35,2.54,5.76,Water
T-701,FLOOR,,B,3,,6.35,2.54,5.78,Water
T-701,FLOOR,,B,4,,6.35,2.54,4.74,Water
T-701,FLOOR,,B,5,,6.35,2.54,5.92,Water
T-701,FLOOR,,B,6,,6.35,2.54,5.76,Water
T-701,FLOOR,,C,1,,6.35,2.54,5.82,Water
T-701,FLOOR,,C,2,,6.35,2.54,5.86,Water
T-701,FLOOR,,C,3,,6.35,2.54,5.63,Water
T-701,FLOOR,,C,4,,6.35,2.54,6.03,Water
T-701,FLOOR,,C,5,,6.35,2.54,5.8,Water
T-701,FLOOR,,C,6,,6.35,2.54,5.88,Water
T-701,FLOOR,,D,1,,6.35,2.54,5.8,Water
T-701,FLOOR,,D,2,,6.35,2.54,5.79,Water
T-701,FLOOR,,D,3,,6.35,2.54,6.01,Water
T-701,FLOOR,,D,4,,6.35,2.54,6.09,Water
T-701,FLOOR,,D,5,,6.35,2.54,6.01,Water
T-701,FLOOR,,D,6,,6.35,2.54,5.96,Water
T-701,FLOOR,,E,1,,6.35,2.54,5.64,Water
T-701,FLOOR,,E,2,,6.35,2.54,5.97,Water
T-701,FLOOR,,E,3,,6.35,2.54,5.87,Water
T-701,FLOOR,,E,4,,6.35,2.54,5.71,Water
T-701,FLOOR,,E,5,,6.35,2.54,5.91,Water
T-701,FLOOR,,E,6,,6.35,2.54,5.72,Water
T-701,FLOOR,,F,1,,6.35,2.54,5.63,Water
T-701,FLOOR,,F,2,,6.35,2.54,6.03,Water
T-701,FLOOR,,F,3,,6.35,2.54,5.77,Water
T-701,FLOOR,,F,4,,6.35,2.54,5.69,Water
T-701,FLOOR,,F,5,,6.35,2.54,5.92,Water
T-701,FLOOR,,F,6,,6.35,2.54,5.78,Water
T-701,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.28,Water
T-701,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.23,Water
T-701,ANNULAR,,Inner_Edge,,E,12.7,6.35,11.14,Water
T-701,ANNULAR,,Inner_Edge,,SE,12.7,6.35,10.93,Water
T-701,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.3,Water
T-701,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.01,Water
T-701,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.08,Water
T-701,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.13,Water
T-701,ANNULAR,,Mid,,N,12.7,6.35,11.85,Water
T-701,ANNULAR,,Mid,,NE,12.7,6.35,11.63,Water
T-701,ANNULAR,,Mid,,E,12.7,6.35,11.91,Water
T-701,ANNULAR,,Mid,,SE,12.7,6.35,11.88,Water
T-701,ANNULAR,,Mid,,S,12.7,6.35,11.76,Water
T-701,ANNULAR,,Mid,,SW,12.7,6.35,11.63,Water
T-701,ANNULAR,,Mid,,W,12.7,6.35,11.85,Water
T-701,ANNULAR,,Mid,,NW,12.7,6.35,11.47,Water
T-701,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.04,Water
T-701,ANNULAR,,Outer_Edge,,NE,12.7,6.35,12.01,Water
T-701,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.12,Water
T-701,ANNULAR,,Outer_Edge,,SE,12.7,6.35,11.83,Water
T-701,ANNULAR,,Outer_Edge,,S,12.7,6.35,11.87,Water
T-701,ANNULAR,,Outer_Edge,,SW,12.7,6.35,12.1,Water
T-701,ANNULAR,,Outer_Edge,,W,12.7,6.35,12.22,Water
T-701,ANNULAR,,Outer_Edge,,NW,12.7,6.35,12.14,Water
T-801,SHELL,1,,,N,25.4,12.7,22.17,Slop Oil
T-801,SHELL,1,,,NE,25.4,12.7,22.31,Slop Oil
T-801,SHELL,1,,,E,25.4,12.7,22.06,Slop Oil
T-801,SHELL,1,,,SE,25.4,12.7,22.34,Slop Oil
T-801,SHELL,1,,,S,25.4,12.7,21.54,Slop Oil
T-801,SHELL,1,,,SW,25.4,12.7,21.71,Slop Oil
T-801,SHELL,1,,,W,25.4,12.7,22.04,Slop Oil
T-801,SHELL,1,,,NW,25.4,12.7,21.83,Slop Oil
T-801,SHELL,2,,,N,22.23,11.12,19.79,Slop Oil
T-801,SHELL,2,,,NE,22.23,11.12,19.5,Slop Oil
T-801,SHELL,2,,,E,22.23,11.12,19.29,Slop Oil
T-801,SHELL,2,,,SE,22.23,11.12,19.91,Slop Oil
T-801,SHELL,2,,,S,22.23,11.12,19.29,Slop Oil
T-801,SHELL,2,,,SW,22.23,11.12,19.95,Slop Oil
T-801,SHELL,2,,,W,22.23,11.12,19.65,Slop Oil
T-801,SHELL,2,,,NW,22.23,11.12,19.23,Slop Oil
T-801,SHELL,3,,,N,19.05,9.53,17.46,Slop Oil
T-801,SHELL,3,,,NE,19.05,9.53,17.31,Slop Oil
T-801,SHELL,3,,,E,19.05,9.53,17.52,Slop Oil
T-801,SHELL,3,,,SE,19.05,9.53,17.25,Slop Oil
T-801,SHELL,3,,,S,19.05,9.53,17.05,Slop Oil
T-801,SHELL,3,,,SW,19.05,9.53,16.92,Slop Oil
T-801,SHELL,3,,,W,19.05,9.53,16.91,Slop Oil
T-801,SHELL,3,,,NW,19.05,9.53,17.17,Slop Oil
T-801,SHELL,4,,,N,15.88,7.94,14.64,Slop Oil
T-801,SHELL,4,,,NE,15.88,7.94,14.39,Slop Oil
T-801,SHELL,4,,,E,15.88,7.94,14.37,Slop Oil
T-801,SHELL,4,,,SE,15.88,7.94,14.71,Slop Oil
T-801,SHELL,4,,,S,15.88,7.94,14.46,Slop Oil
T-801,SHELL,4,,,SW,15.88,7.94,14.79,Slop Oil
T-801,SHELL,4,,,W,15.88,7.94,14.39,Slop Oil
T-801,SHELL,4,,,NW,15.88,7.94,14.33,Slop Oil
T-801,FLOOR,,A,1,,6.35,2.54,5.61,Slop Oil
T-801,FLOOR,,A,2,,6.35,2.54,5.69,Slop Oil
T-801,FLOOR,,A,3,,6.35,2.54,5.9,Slop Oil
T-801,FLOOR,,A,4,,6.35,2.54,5.63,Slop Oil
T-801,FLOOR,,B,1,,6.35,2.54,5.9,Slop Oil
T-801,FLOOR,,B,2,,6.35,2.54,5.65,Slop Oil
T-801,FLOOR,,B,3,,6.35,2.54,5.99,Slop Oil
T-801,FLOOR,,B,4,,6.35,2.54,5.73,Slop Oil
T-801,FLOOR,,C,1,,6.35,2.54,5.86,Slop Oil
T-801,FLOOR,,C,2,,6.35,2.54,5.84,Slop Oil
T-801,FLOOR,,C,3,,6.35,2.54,5.81,Slop Oil
T-801,FLOOR,,C,4,,6.35,2.54,4.92,Slop Oil
T-801,FLOOR,,D,1,,6.35,2.54,5.83,Slop Oil
T-801,FLOOR,,D,2,,6.35,2.54,5.97,Slop Oil
T-801,FLOOR,,D,3,,6.35,2.54,5.83,Slop Oil
T-801,FLOOR,,D,4,,6.35,2.54,5.83,Slop Oil
T-801,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.12,Slop Oil
T-801,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.39,Slop Oil
T-801,ANNULAR,,Inner_Edge,,E,12.7,6.35,11.34,Slop Oil
T-801,ANNULAR,,Inner_Edge,,SE,12.7,6.35,11.31,Slop Oil
T-801,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.05,Slop Oil
T-801,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.31,Slop Oil
T-801,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.4,Slop Oil
T-801,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.0,Slop Oil
T-801,ANNULAR,,Mid,,N,12.7,6.35,11.47,Slop Oil
T-801,ANNULAR,,Mid,,NE,12.7,6.35,11.45,Slop Oil
T-801,ANNULAR,,Mid,,E,12.7,6.35,11.73,Slop Oil
T-801,ANNULAR,,Mid,,SE,12.7,6.35,11.78,Slop Oil
T-801,ANNULAR,,Mid,,S,12.7,6.35,11.72,Slop Oil
T-801,ANNULAR,,Mid,,SW,12.7,6.35,11.81,Slop Oil
T-801,ANNULAR,,Mid,,W,12.7,6.35,11.49,Slop Oil
T-801,ANNULAR,,Mid,,NW,12.7,6.35,11.45,Slop Oil
T-801,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.18,Slop Oil
T-801,ANNULAR,,Outer_Edge,,NE,12.7,6.35,11.99,Slop Oil
T-801,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.22,Slop Oil
T-801,ANNULAR,,Outer_Edge,,SE,12.7,6.35,11.82,Slop Oil
T-801,ANNULAR,,Outer_Edge,,S,12.7,6.35,12.03,Slop Oil
T-801,ANNULAR,,Outer_Edge,,SW,12.7,6.35,12.22,Slop Oil
T-801,ANNULAR,,Outer_Edge,,W,12.7,6.35,11.95,Slop Oil
T-801,ANNULAR,,Outer_Edge,,NW,12.7,6.35,11.92,Slop Oil
